name,rating,category,address,phone,website,plus_code,latitude,longitude,review_count
Stromer Speed pedelec elcykel Center,,Electric bicycle store,"Gammel Køge Landevej 55, 2500 København, Denmark", +45 41 37 21 00,https://velohouse.dk/collections/stromer," MG47+XM Copenhagen, Denmark",55.6574098,12.4781739,
City Bike Expert,2.5,Bicycle Shop,"Vesterbrogade 141, 1620 København, Denmark", +45 33 31 76 67,No Website," MGCQ+2X Copenhagen, Denmark",55.6700896,12.5038346,35.0
Tria Cykler,4.6,Bicycle Shop,"Nordre Frihavnsgade 27, 2100 København, Denmark", +45 35 42 25 90,https://www.triacyklershop.dk/," PH2J+H7 Copenhagen, Denmark",55.7014063,12.5445823,44.0
Al Zahraa Bicycles,3.2,Bicycle repair shop,"Nørrebrogade 74, 2200 København, Denmark", +45 35 35 33 44,No Website," MHR3+H9 Copenhagen, Denmark",55.6914739,12.5173474,5.0
Velohouse - Riese & Müller Experience Store,,Electric bicycle store,"Gammel Køge Landevej 57, 2500 København, Denmark", +45 41 37 21 00,https://velohouse.dk/collections/riese-muller," MG47+VF Copenhagen, Denmark",55.6571329,12.4776886,
Cykelbutikken,4.1,Bicycle repair shop,"Nørrebrogade 222, 2200 København, Denmark", +45 35 83 89 17,http://www.cykel-butikken.dk/," MGXR+X6 Copenhagen, Denmark",55.706136,12.496244,57.0
Copenhagen Bike Fit,4.6,Bicycle Shop,"Randersgade 35, 2100 København, Denmark", +45 61 65 19 92,http://copenhagenbikefit.dk/," PH3J+R8 Copenhagen, Denmark",55.7046061,12.5447082,34.0
eCykler,3.9,Bicycle Shop,"Islevbrovej 26, 2610 Rødovre, Denmark", +45 32 20 70 08,https://ecykler.dk/," PC4W+3M Rdovre, Denmark",55.7051722,12.4106842,100.0
"Nettosport Cykeltøj i høj kvalitet. Plussize kollektion helt op i str 7xl, og selvfølgelig retro og dannebrog til alle.",4.8,Sportswear store,"Nordre Frihavnsgade 17, 2100 Østerbro, Denmark", +45 28 43 73 50,http://www.nettosport.com/," PH2H+8R sterbro, Copenhagen, Denmark",55.7008213,12.54347,17.0
The Way to Bike,4.2,Bicycle Shop,"Rømersgade 7, 1362 København, Denmark", +45 93 80 64 42,http://www.thewaytobike.dk/," MHM9+83 Copenhagen, Denmark",55.6833082,12.5316603,5.0
Cykelværkstedet,5.0,Bicycle Shop,"Tåsingegade 38, 2100 København, Denmark", +45 52 73 80 79,https://www.facebook.com/kaedespinderiet/," PH6C+32 Copenhagen, Denmark",55.7102178,12.5340545,25.0
Cykelsmeden,4.8,Bicycle Shop,"Borups Allé 135, 2000 Frederiksberg, Denmark", +45 38 11 34 28,http://www.cykelsmeden.com/," MGVH+RP Frederiksberg, Denmark",55.694568,12.4932783,78.0
Bikeshop,,Road cycling,"Østerbrogade 109, 2100 København, Denmark", +45 46 75 20 10,https://www.bikeshop.dk/," PH6G+6W Copenhagen, Denmark",55.7105989,12.5412145,
Cykelbutik,,Bicycle Shop,"Valby Langgade 76, 2500 København, Denmark", +48 531 242 689,No Website," MG86+FW Copenhagen, Denmark",55.666129,12.4762176,
Gazelle,4.9,Cycling park,"Gladsaxe Møllevej 19, 2860 Søborg, Denmark", +45 72 10 09 69,https://www.gazellebikes.com/da-dk," PFMG+J8 Sborg, Denmark",55.7340473,12.4397672,41.0
Copenhagen Cycles,,Bicycle Shop,"Vasbygade 10, 2450 København, Denmark", +45 31 34 19 80,http://copenhagencycles.com/," MH53+5P Copenhagen, Denmark",55.657979,12.5183186,
Køreklar Cykler & Værksted,4.8,Bicycle Shop,"Jernbane Allé 28, st. th, 2720 Vanløse, Denmark", +45 50 22 42 42,No Website," MFPR+8R Vanlse, Copenhagen, Denmark",55.6857707,12.3478264,173.0
Ladcyklen.dk,4.4,Bicycle Shop,"Jernbane Allé 19, 2720 København, Denmark", +45 82 82 89 89,https://www.ladcyklen.dk/," MFPR+3Q Copenhagen, Denmark",55.6852341,12.3477668,74.0
Cykelværksted,4.1,Bicycle Shop,"Sønder Blvd. 78, 1720 København, Denmark", +45 28 68 60 03,No Website," MG8X+49 Copenhagen, Denmark",55.6800752,12.4236623,21.0
Ren Cykel,4.5,Bicycle repair shop,"Århusgade 153, 2150 København, Denmark", +45 71 74 95 59,https://www.rencykel.dk/book-nordhavn," PH5W+43 Copenhagen, Denmark",55.6800752,12.4236623,85.0
VELOHOUSE - House of E-bikes,4.8,Electric bicycle store,"Gammel Køge Landevej 57, 2500 København, Denmark", +45 41 37 21 00,https://velohouse.dk/," MG47+VF Copenhagen, Denmark",55.6800752,12.4236623,122.0
nihola Cykler,4.2,Bicycle Shop,"Ingerslevsgade 100, 1705 København, Denmark", +45 33 22 79 05,http://www.nihola.dk/," MH85+65 Copenhagen, Denmark",55.6670567,12.4102215,35.0
Vesterbro City Cykler,4.4,Bicycle Shop,"Vesterbrogade 91F, 1620 København, Denmark", +45 42 31 41 77,No Website," MGCW+QV Copenhagen, Denmark",55.6670567,12.4102215,43.0
Classen's Cykler,4.4,Bicycle Shop,"Classensgade 11, 2100 København, Denmark", +45 35 26 55 44,http://www.classenscykler.dk/," MHWJ+PJ Copenhagen, Denmark",55.6670567,12.4102215,17.0
Luca's Cykler,4.0,Bicycle Shop,"Fredensgade 15A, 2200 København, Denmark", +45 23 32 39 83,http://www.lucascykler.dk/," MHV8+6R Copenhagen, Denmark",55.6670567,12.4102215,102.0
Forum cykler værksted,3.8,Bicycle Shop,"Rosenørns Allé 9, 1970 Frederiksberg C, Denmark", +45 27 11 97 55,https://forum-cykler.dk/," MHJ4+J3 Frederiksberg C, Frederiksberg, Denmark",55.6670567,12.4102215,31.0
Le Tour Cykler,4.1,Bicycle Shop,"Fælledvej 25, 2200 København, Denmark", +45 35 39 33 12,http://letourcykler.dk/," MHR6+35 Copenhagen, Denmark",55.7137141,12.4330058,19.0
TRIOBIKE A/S,4.0,Manufacturer,"Vesterbrogade 149 building 12, 3rd floor, 1620 København, Denmark", +45 36 70 00 70,http://triobike.com/," MGCQ+28 Copenhagen, Denmark",55.6701128,12.3941067,60.0
Cykel Stop Frederiksberg,3.8,Bicycle Shop,"Borups Allé 131, 2000 Frederiksberg, Denmark", +45 38 33 30 20,http://www.cykelstop.dk/," MGVJ+P4 Frederiksberg, Denmark",55.7196119,12.3983458,50.0
Sjælør City Cykler,3.6,Bicycle Shop,"Sjælør Blvd. 41, 2450 København, Denmark", +45 28 45 98 42,http://vandefalk.dk/," JGXH+Q3 Copenhagen, Denmark",55.6494684,12.3834765,41.0
Bryggens Cykler - Din cykelværksted på Amager,3.2,Bicycle Shop,"Gunløgsgade 23-25, 2300 København, Denmark", +45 32 96 14 11,No Website," MH8H+4J Copenhagen, Denmark",55.6494684,12.3834765,15.0
Østerbro Cykler,3.8,Bicycle Shop,"Slagelsegade 2, 2100 København, Denmark", +45 27 24 44 95,No Website," MHXH+6J Copenhagen, Denmark",55.6959924,12.4067819,24.0
Bikeshop.dk,4.1,Bicycle Shop,"Århusgade 97, 2100 København, Denmark", +45 35 43 00 43,http://www.bikeshop.dk/," PH4P+RR Copenhagen, Denmark",55.6959924,12.4067819,29.0
Cykel-basen/Elcykelsalg,4.4,Bicycle Shop,"Vigerslev Allé 58, 2500 Valby, Denmark", +45 28 28 19 67,http://www.elcykelsalg.dk/," MG68+PH Valby, Copenhagen, Denmark",55.640406,12.3945635,115.0
Rentabike,3.7,Bicycle rental service,"Oslo Pl. 9, 2100 Indre By, Denmark", +45 70 70 75 13,http://www.rentabike.dk/," MHRP+RH Indre By, Copenhagen, Denmark",55.6856149,12.4217768,60.0
Ren Cykel ApS,1.0,Road cycling,"Speditørvej 9, 2450 København SV, Denmark", +45 20 70 69 79,http://www.rencykel.dk/," JGPQ+WH Kbenhavn SV, Copenhagen, Denmark",55.6856149,12.4217768,1.0
Star Cykel,2.9,Bicycle Shop,"Nørrebrogade 190, 2200 København, Denmark", +45 30 71 30 55,http://www.facebook.com/pages/Star-Cykel/412675198770009," MGXV+3J Copenhagen, Denmark",55.6856149,12.4217768,46.0
Erhvervscykler,,Road cycling,"Jernbane Allé 19, 2720 København, Denmark", +45 82 82 89 89,No Website," MFPR+3Q Copenhagen, Denmark",55.6852341,12.3477668,
Refshale Udlejning,5.0,Water sports equipment rental service,"Refshalevej 320, 1432 København, Denmark", +45 60 15 55 38,http://www.refshaleudlejning.dk/," MJV7+WF Copenhagen, Denmark",55.6948579,12.4694948,1.0
Frederiksberg Cyklisten,4.8,Road cycling,"Falkoner Alle 31, 2000 Frederiksberg, Denmark", +45 51 20 00 19,No Website," MGMP+35 Frederiksberg, Denmark",55.6988532,12.3922723,47.0
Gammelholm Cykler,4.1,Bicycle Shop,"Holbergsgade 12, 1057 København, Denmark", +45 33 33 83 84,No Website," MHHQ+4G Copenhagen, Denmark",55.6988532,12.3922723,21.0
Cykelkokken,5.0,Restaurant,"Ahornsgade 12, st, 2200 København N, Denmark", +45 20 67 97 04,http://www.cykelkokken.dk/," MHR5+RV Copenhagen, Denmark",55.6988532,12.3922723,9.0
Nordhavn Cykler,3.7,Bicycle repair shop,"Strandboulevarden 66, Nordre Frihavnsgade 90, 2100 København Ø, Denmark", +45 26 66 77 75,http://www.oesterbrogade-shopping.dk/butik/nordhavn-cykler-3617.html," PH3Q+89 Copenhagen, Denmark",55.6988532,12.3922723,71.0
Fri Bikeshop,4.3,Bicycle Shop,"Godthåbsvej 248, 254, 2720 Vanløse, Denmark", +45 71 99 23 13,https://www.fribikeshop.dk/butikker/vanloese," MGV6+R7 Vanlse, Copenhagen, Denmark",55.6988532,12.3922723,85.0
Københavns Cykeltaxa,4.1,Tour operator,"Rosenborggade 12, 1130 København K, Denmark", +45 61 51 20 30,http://www.cykeltaxa.dk/," MHMF+FQ Copenhagen, Denmark",55.6988532,12.3922723,14.0
Copenhagen Bicycles,4.2,Bicycle rental service,copenhagenbicycles.dk, +45 93 92 91 32,https://copenhagenbicycles.dk/,No Plus Code,55.6988532,12.3922723,180.0
Liisabike,,Bicycle Shop,"Fabriksområdet 91, 1440 KØBENHAVN K, Denmark", +45 42 36 12 12,http://liisabike.dk/," MJF2+FG Copenhagen, Denmark",55.6988532,12.3922723,
Recykel,,Bicycle Shop,"kltv, Tullinsgade 10, 1618 København, Denmark", +45 31 38 42 58,http://www.recykel.dk/," MHF2+F7 Copenhagen, Denmark",55.6988532,12.3922723,
Kræss,4.8,Handicraft,"Blågårdsgade 17A, 2200 København, Denmark", +45 53 76 31 38,https://kraess.dk/," MHP5+PG Copenhagen, Denmark",55.6828609,12.4775576,44.0
Indian Bike Shop,4.7,Bicycle Shop,"Tagensvej 180, ST,TV, 2200 KØBENHAVN N, Denmark", +45 27 21 48 06,https://www.proff.dk/firma/indian-bike-shop-vparamvir-singh/k%C3%B8benhavn-n/butikhandel/GXFUMZI10MC/," PG4V+8F Copenhagen, Denmark",55.6959924,12.4067819,41.0
Velobarista,4.7,Bicycle Shop,"Valdemarsgade 65, 1665 København V, Denmark", +45 40 58 32 24,http://velobarista.dk/," MG8X+XP Copenhagen, Denmark",55.6959924,12.4067819,15.0
Rapha,4.7,Sportswear store,"Kristen Bernikows Gade 7, 1105 København K, Denmark", +45 33 33 03 34,https://www.rapha.cc/gb/en/clubhouses/copenhagen," MHJJ+2R Copenhagen, Denmark",55.6959924,12.4067819,123.0
Sorico Cykler,4.7,Bicycle Shop,"Toftegårds Allé 16, 2500 København, Denmark", +45 36 16 06 01,http://www.sorico-cykler.dk/," MG88+4J Copenhagen, Denmark",55.6959924,12.4067819,78.0
BIKEFITPRO,5.0,Bicycle Shop,"Amerika Pl. 26B, St, 2100 København, Denmark", +45 27 60 80 87,http://www.bikefitpro.dk/," MHXV+VP Copenhagen, Denmark",55.6959924,12.4067819,117.0
Enghave Cykler,4.5,Bicycle Shop,"Enghavevej 63, 1674 København V, Denmark", +45 71 32 16 83,No Website," MG8V+68 Copenhagen, Denmark",55.6959924,12.4067819,56.0
Fri BikeShop,4.1,Bicycle Shop,"Gl. Kongevej 1, 1610 København V, Denmark", +45 33 21 80 88,https://www.fribikeshop.dk/butikker/koebenhavn/urania," MHF6+Q2 Copenhagen, Denmark",55.6959924,12.4067819,115.0
OMNIUM Nørrebro,4.2,Bicycle Shop,"Nørrebrogade 200, 2200 København, Denmark", +45 30 20 44 84,https://omniumcargo.com/," MGXV+C5 Copenhagen, Denmark",55.6959924,12.4067819,30.0
Larry vs. Harry,4.5,Bicycle Shop,"Frederiksborggade 43, 1361 Indre By, Denmark", +45 31 36 17 19,http://www.larryvsharry.com/," MHP8+87 Indre By, Copenhagen, Denmark",55.6959924,12.4067819,52.0
Chili Bikes,4.8,Bicycle Shop,"Jagtvej 118, 2200 København, Denmark", +45 26 80 06 25,No Website," MHX3+GM Copenhagen, Denmark",55.6959924,12.4067819,11.0
Copenhagen Cycling Club,4.9,Bicycle Shop,"Rådhusvej 3, 2920 Charlottenlund, Denmark", +45 31 19 59 48,https://copenhagencyclingclub.com/," QH3C+3W Charlottenlund, Denmark",55.7526993,12.4281019,62.0
Butchers & Bicycles Ltd.,4.4,Bicycle Shop,"Flæsketorvet 18, 1711 København, Denmark", +45 71 99 88 08,http://www.butchersandbicycles.com/," MH95+54 Copenhagen, Denmark",55.6948399,12.4050031,25.0
Kalles Cykler,4.2,Bicycle Shop,"Amagerbrogade 37, 2300 København, Denmark", +45 60 43 84 82,No Website," MJ72+Q8 Copenhagen, Denmark",55.6948399,12.4050031,55.0
29er Bike Shop,4.8,Bicycle Shop,"Ordrupvej 112, 2920 Charlottenlund, Denmark", +45 39 65 29 29,https://29erbikeshop.dk/," QH59+WR Charlottenlund, Denmark",55.7598142,12.4253498,59.0
Staal Bikeshop,5.0,Bicycle Shop,"Dirch Passers Allé 22, 2000 Frederiksberg, Denmark", +45 20 66 58 04,http://staalbikeshop.dk/," MGM3+JJ Frederiksberg, Denmark",55.6840738,12.3598323,171.0
Saxil Cykler,4.2,Bicycle Shop,"Vesterbrogade 166, 1800 Frederiksberg C, Denmark", +45 35 35 01 15,http://www.saxiloriginal.dk/," MGCQ+58 Frederiksberg C, Frederiksberg, Denmark",55.6840738,12.3598323,27.0
Uptown Bikes,4.3,Bicycle repair shop,"Frederiksberg Allé 32, 1820 Frederiksberg, Denmark", +45 52 42 06 08,https://www.dba.dk/saelger/uptown-bikes/dbaboost/a4400682-0878-4428-af3b-250942a7317a," MGFW+CC Frederiksberg, Denmark",55.6972507,12.395863,53.0
Schrøder Cykler,3.7,Bicycle Shop,"Amager Boul. 4, 2300 København, Denmark", +45 32 54 86 19,http://www.schroeder-cykler.dk/," MH9J+J8 Copenhagen, Denmark",55.6972507,12.395863,51.0
Go BikeShop,5.0,Bicycle Shop,"Frederiksborgvej 114, 2400 København NV, Denmark", +45 35 35 10 13,https://gobikeshop.dk/," PG6J+XW Copenhagen, Denmark",55.6972507,12.395863,17.0
Grøndal cykler,3.9,Bicycle Shop,"Sallingvej 2, 2720 København, Denmark", +45 38 34 34 03,http://xn--grndalcykler-wjb.dk/," MGV5+RP Copenhagen Municipality, Denmark",55.6972507,12.395863,40.0
Sam Cykler,3.6,Bicycle Shop,"Amagerbrogade 16, 2300 København, Denmark", +45 60 47 14 71,No Website," MH8X+Q3 Copenhagen, Denmark",55.6972507,12.395863,54.0
Coh&Co,4.9,Bicycle Shop,"Telemarksgade 2, 2300 København S, Denmark", +45 22 33 05 03,https://cohandco.com/," MJ52+Q7 Copenhagen, Denmark",55.6972507,12.395863,7.0
Cykelbutikken,4.5,Bicycle Shop,"Hostrupsvej 3, 1950 Frederiksberg, Denmark", +45 35 39 39 38,http://www.cykel-butikken.dk/," MGJP+P5 Frederiksberg, Denmark",55.6972507,12.395863,53.0
Marco Cykler,4.6,Bicycle Shop,"Jagtvej 131, 2200 København, Denmark", +45 93 80 90 12,No Website," MHX3+52 Copenhagen, Denmark",55.6972507,12.395863,29.0
Royal Bike - Halmtorvets Cykler,3.1,Bicycle Shop,"Helgolandsgade 21, 1653 København, Denmark", +45 33 22 55 25,http://www.istedgadeshopping.dk/butik/halmtorvets-cykler-13372.html," MHC6+CQ Copenhagen, Denmark",55.6972507,12.395863,36.0
Fri BikeShop,4.2,Bicycle Shop,"Griffenfeldsgade 37, 2200 København N, Denmark", +45 35 37 15 71,https://www.fribikeshop.dk/butikker/koebenhavn/noerrebro," MHP3+G6 Copenhagen, Denmark",55.6745688,12.4182796,78.0
Fix Cykler,3.7,Bicycle Shop,"Englandsvej 34, 2300 Amager Vest, Denmark", +45 31 86 33 86,No Website," MJ43+6H Amager Vest, Copenhagen, Denmark",55.6907301,12.427619,55.0
Horton Cykler,5.0,Bicycle Shop,"Gentoftegade 66, 2820 Gentofte, Denmark", +45 32 20 99 00,https://hortoncykler.dk/cykler/?utm_source=Organisk&utm_medium=bred&utm_campaign=GMB&utm_id=GMB," PGWR+96 Gentofte, Denmark",55.7459881,12.3963464,31.0
Bicycle Innovation Lab,5.0,Association / Organization,"Prags Blvd., 2300 København, Denmark", +45 50 13 33 04,https://bicycleinnovationlab.dk/," MJ86+RC Copenhagen, Denmark",55.6670474,12.4668729,4.0
Bike Copenhagen with Mike,4.7,Tour operator,"Sankt Peders Stræde 47, 1453 København, Denmark", +45 26 39 56 88,http://www.bikecopenhagenwithmike.dk/," MHH8+FW Copenhagen, Denmark",55.6670474,12.4668729,140.0
specialized,,Used bicycle shop,"Refshalevej 325, 1432 København, Denmark",No Phone,No Website," MJW5+5C Copenhagen, Denmark",55.6670474,12.4668729,
Velo Pave,4.9,Bicycle Shop,"Rugmarken 9b, 3520 Farum, Denmark", +45 22 81 94 26,http://www.velopave.dk/," R98F+M8 Farum, Denmark",55.816633,12.2290954,44.0
Loop Rentals - Cargo e-Bikes,4.8,Tour operator,"Sindshvilevej 4, 2000 København, Denmark", +45 61 10 88 08,https://loop-rentals.com/," MGPP+2X Copenhagen, Denmark",55.6850089,12.249093,110.0
Tropical Bikes,4.9,Sightseeing tour agency,"Vester Voldgade 2, 1552 København, Denmark", +45 50 65 62 10,https://tropicalbikes.dk/," MHH8+8F Copenhagen, Denmark",55.6850089,12.249093,614.0
City Bike Adventures,4.5,Bicycle rental service,"Holbergsgade 12, 1057 København, Denmark", +45 71 99 91 50,https://www.citybikeadventures.com/," MHHQ+6F Copenhagen, Denmark",55.6850089,12.249093,41.0
beCopenhagen,4.9,Sightseeing tour agency,"Fortunstræde 1, 1065 København, Denmark", +45 42 83 85 94,https://becopenhagen.dk/," MHHJ+6J Copenhagen, Denmark",55.6850089,12.249093,213.0
Swapfiets Copenhagen - Oslo Plads,4.2,Bicycle rental service,"Oslo Pl. 20, 2100 København Ø, Denmark",No Phone,http://www.swapfiets.dk/," MHVP+87 Copenhagen, Denmark",55.6850089,12.249093,211.0
HydroBiking ApS,4.9,Bicycle rental service,"Krudtløbsvej 2A, 1439 Indre By, Denmark", +45 31 32 08 79,http://www.hydrobiking.dk/," MJM5+GM Indre By, Copenhagen, Denmark",55.6850089,12.249093,32.0
Bycyklen Docking station - Gammel Kongevej / Planetarium,5.0,Bike sharing station,"Gl. Kongevej 6, 1610 København, Denmark", +45 89 88 39 10,http://bycyklen.dk/," MHF4+JP Copenhagen Municipality, Denmark",55.6850089,12.249093,2.0
Swapfiets Copenhagen - Nordre Fasanvej,4.0,Bicycle rental service,"Nordre Fasanvej 17, 2000 Frederiksberg, Denmark", +45 78 79 31 58,http://www.swapfiets.dk/," MGJC+FR Frederiksberg, Denmark",55.6850089,12.249093,84.0
Egedal Cykler - Vesterbro,4.6,Bicycle Shop,"Istedgade 114, 1650 København, Denmark", +45 22 11 80 04,No Website," MH92+FC Copenhagen, Denmark",55.6850089,12.249093,30.0
Copenhagen E-Bike Tours & Rentals,4.9,Tour operator,"Langelinie Allé 56, 2100 København, Denmark", +45 31 23 89 00,http://www.copenhagenebiketours.com/," MJX2+84 Copenhagen, Denmark",55.6850089,12.249093,89.0
Rent A Bike,3.2,Bicycle rental service,"Helgolandsgade 21, 15, 1650, 1653 København, Denmark", +45 33 22 55 25,No Website," MHC6+CQ Copenhagen, Denmark",55.6850089,12.249093,24.0
Baisikeli Rental – City,4.0,Bicycle rental service,"Ingerslevsgade 100, 1705 København, Denmark",No Phone,No Website," MH85+64 Copenhagen, Denmark",55.6850089,12.249093,6.0
Bycyklen Docking Station - Skt. Hans Torv,5.0,Bike sharing station,"Blegdamsvej 1, 2200 København, Denmark", +45 89 88 39 10,http://bycyklen.dk/," MHR6+GM Copenhagen, Denmark",55.6850089,12.249093,1.0
Bycyklen Docking Station - Borgergade,5.0,Bike sharing station,"Borgergade 1F, 1123 København, Denmark", +45 89 88 39 10,https://bycyklen.dk/," MHJM+RF Copenhagen, Denmark",55.6850089,12.249093,3.0
Segway Tours Copenhagen,4.9,Sightseeing tour agency,"Nikolaj Plads 34, 1067 København, Denmark", +45 22 28 24 00,https://segwaytourscopenhagen.com/," MHHJ+7F Copenhagen, Denmark",55.6850089,12.249093,352.0
Bycyklen Docking Station - Nørreport Station Nord,5.0,Bike sharing station,"Øster Voldgade 2, 1350 København, Denmark", +45 89 88 39 10,http://bycyklen.dk/," MHMF+VM Copenhagen, Denmark",55.6850089,12.249093,3.0
Donkey Republic,5.0,Bike sharing station,"Halmtorvet III, 1703 København, Denmark",No Phone,No Website," MHC6+7R Copenhagen Municipality, Denmark",55.6850089,12.249093,2.0
CBS Bike Rental,1.0,Bicycle rental service,"Jagtvej 68, st, 2200 København, Denmark", +45 35 34 33 45,No Website," MHW2+99 Copenhagen, Denmark",55.6850089,12.249093,1.0
Bycyklen Docking Station - Amagerbrogade/Elbagade,3.7,Bike sharing station,"Elbagade 1, 2300 København, Denmark", +45 89 88 39 10,http://bycyklen.dk/," MJ36+8H Copenhagen, Denmark",55.6850089,12.249093,9.0
Bycyklen Docking Station - Amager Strand Metrostation,5.0,Bike sharing station,"Roselillevej 36, 2300 København, Denmark", +45 89 88 39 10,https://bycyklen.dk/," MJ4J+FM Copenhagen, Denmark",55.6850089,12.249093,1.0
Bycyklen,4.5,Bike sharing station,"Vingårdstræde 2, 1070 København, Denmark", +45 89 88 39 10,https://bycyklen.dk/," MHHP+H2 Copenhagen, Denmark",55.6850089,12.249093,2.0
Bycyklen Docking Station - Halmtorvet,2.0,Bike sharing station,"Staldgade 8A, 1699 København, Denmark", +45 89 88 39 10,http://bycyklen.dk/," MH96+W2 Copenhagen Municipality, Denmark",55.6850089,12.249093,1.0
Bycyklen Docking Station,3.0,Bike sharing station,"H. C. Andersens Blvd., 1553 København, Denmark",No Phone,http://bycyklen.dk/," MHFC+CQ Copenhagen, Denmark",55.6850089,12.249093,1.0
Bycyklen Docking Station - Lergravsparken Metrostation,4.0,Bike sharing station,"Lergravsvej 11, 2300 København, Denmark", +45 89 88 39 10,https://bycyklen.dk/," MJ68+WH Copenhagen, Denmark",55.6850089,12.249093,2.0
Bycyklen Docking Station - Nørreport Station Midt,4.0,Bike sharing station,"Nørre Voldgade 56, 1358 København, Denmark", +45 89 88 39 10,https://bycyklen.dk/," MHMC+26 Copenhagen, Denmark",55.6850089,12.249093,2.0
Bycyklen Docking Station - Københavns Hovedbanegård,3.0,Bike sharing station,"Bernstorffsgade 14, 1577 København, Denmark", +45 89 88 39 10,https://bycyklen.dk/," MHF8+96 Copenhagen, Denmark",55.6850089,12.249093,2.0
Bycyklen Docking Station - Vesterbros Torv,,Bike sharing station,"Gasværksvej 1, 1656 København, Denmark", +45 89 88 39 10,https://bycyklen.dk/," MHC4+V6 Copenhagen, Denmark",55.6850089,12.249093,
Kongens Nytorv Bycyklen Station,3.0,Bike sharing station,"Kongens Nytorv 13, 1050 København, Denmark",No Phone,No Website," MHHM+MW Copenhagen, Denmark",55.6850089,12.249093,1.0
eCykelhjelm,3.7,Bicycle Shop,"Husby Alle 19, 2630 Taastrup, Denmark", +45 61 10 93 93,http://ecykelhjelm.dk/," M75V+WJ Taastrup, Denmark",55.659836,12.1498354,9.0
Lion Cykler,4.4,Bicycle Shop,"Frederikssundsvej 68, 2400 København, Denmark", +45 26 63 02 66,http://www.noerrebro-shopping.dk/butik/lion-cykler-6857.html," PG3G+QW Copenhagen, Denmark",55.6926563,12.4074389,78.0
thansen København S,3.3,Home goods store,"Rundholtsvej 4, 2300 København, Denmark", +45 31 31 31 31,https://www.thansen.dk/butikker/koebenhavns?utm_source=google&utm_medium=organic&utm_campaign=local_search&utm_id=koebenhavns," MH38+FV Copenhagen, Denmark",55.6926563,12.4074389,180.0
"Max's Bike (Repair, Rent, Buy)",2.9,Bicycle Shop,"Nørre Farimagsgade 40, 1364 København, Denmark", +45 91 41 15 52,http://www.maxbike.dk/," MHM8+7J Copenhagen, Denmark",55.7081739,12.3881138,36.0
ML Cykler (Cykelværksted og - handel),4.8,Bicycle Shop,"Gammel Jernbanevej 28, 2500 København, Denmark", +45 50 56 54 57,No Website," MG79+RG Copenhagen, Denmark",55.7081739,12.3881138,72.0
Kliché Bryggens Cykel & Værksted,5.0,Bicycle Shop,"Islands Brygge 79B, 2300 København, Denmark", +45 29 90 36 00,No Website," MH58+3X Copenhagen, Denmark",55.7081739,12.3881138,8.0
Elias cykler,5.0,Bicycle Shop,"Isafjordsgade 5, 2300 København, Denmark", +45 42 42 94 73,No Website," MH8H+7G Copenhagen, Denmark",55.7081739,12.3881138,36.0
Ralson Nordic & Cykelværksted,4.7,Bicycle Shop,"Prinsessegade 61, 1422 København K, Denmark", +45 52 71 72 92,https://www.ralsoncykler.dk/," MHFX+WG Copenhagen, Denmark",55.7081739,12.3881138,3.0
Cykeljagt,3.7,Bicycle Shop,"Jagtvej 25, 2200 København, Denmark", +45 35 83 24 46,https://cykeljagt.dk/," MGRV+7Q Copenhagen, Denmark",55.7081739,12.3881138,3.0
Lindebjerg,4.7,Bicycle Shop,"Gladsaxevej 341, 2860 Søborg, Denmark", +45 63 15 00 00,https://lindebjerg.dk/?utm_source=google&utm_medium=gmb&utm_campaign=vallensbaek," PFPP+QG Sborg, Denmark",55.7369046,12.1979272,18.0
E-Bike Union,5.0,Bicycle Shop,"Poppelstykket 14, 16, 2450 Cooenhagen sv, Denmark", +45 50 16 91 89,https://e-bikeunion.dk/," MG26+RM Copenhagen, Denmark",55.6177404,12.2837869,2.0
Velorbis Testcenter,4.0,Showroom,"Holbergsgade 12, 1057 København K, Denmark", +45 31 11 00 30,https://velorbis.dk/," MHHQ+5F Copenhagen, Denmark",55.7119439,12.2841755,10.0
thansen Østerbro,3.8,Home goods store,"Østerbrogade 125, st, 2100 København, Denmark", +45 31 31 31 31,https://www.thansen.dk/butikker/oesterbro?utm_source=google&utm_medium=organic&utm_campaign=local_search&utm_id=oesterbro," PH6G+RW Copenhagen, Denmark",55.7119439,12.2841755,225.0
Saturn Cykler,4.3,Bicycle Shop,"Finsensvej 43 B, 2000 Frederiksberg, Denmark", +45 28 87 83 11,No Website," MGJ6+P2 Frederiksberg, Denmark",55.7119439,12.2841755,41.0
MATE.BIKE HQ,2.4,Manufacturer,"Gråbrødretorv, 1154 København, Denmark",No Phone,https://mate.bike/," MHHG+VC Copenhagen, Denmark",55.7119439,12.2841755,84.0
Speed Pedelec Elcykler,,Electric bicycle store,"Gammel Køge Landevej 57, 2500 Valby, Denmark", +45 41 37 21 00,https://velohouse.dk/collections/speed-pedelec-45-km-t," MG47+VF Valby, Copenhagen, Denmark",55.7119439,12.2841755,
Jooll,4.3,Bicycle Shop,"Kattegatvej 39, 2150 København, Denmark",No Phone,https://jooll.bike/," PJC5+G7 Copenhagen, Denmark",55.7119439,12.2841755,45.0
