name,rating,reviews,category,address,phone,website,plus_code,latitude,longitude
Islands Brygge Cykler,"4.4
(82)",(587),Bicycle Shop,"Islands Brygge 15, 2300 København, Denmark","
+45 32 20 20 57",https://www.facebook.com/Islandsbryggecykler/,"
MH9H+37 Copenhagen, Denmark",55.6676761,12.5421148
SPORT 24 OUTLET,"3.8
(211)",(211),Sporting goods store,"Rødovre Centrum 103, 2610 Rødovre, Denmark","
+45 30 21 37 85",https://www.sport24.dk/stores/sport24outlet-rodovre?utm_medium=organic&utm_source=google&utm_campaign=gmb-web&utm_content=roedovre-roedovre-centrum-sport24outlet,"
MFH4+RG Rødovre, Denmark",31.4802176,73.0923008
Cykelexperten.dk,"4.1
(587)",(211),Bicycle Shop,"Slotsherrensvej 103, 2720 København, Denmark","
+45 72 30 18 17",https://cykelexperten.dk/,"
MFXF+5W Copenhagen, Denmark",31.4802176,73.0923008
Jagtvej Cykler 101,"4.8
(275)",(211),Bicycle Shop,"Jagtvej 101, 2200 København N, Denmark","
+45 30 64 25 64",No Website,"
MHW2+84 Copenhagen, Denmark",31.4802176,73.0923008
Cykelhandler,"4.6
(140)",(211),Bicycle repair shop,"Hillerødgade 22, 2200 København, Denmark",No Phone,No Website,"
MGWR+W2 Copenhagen, Denmark",31.4802176,73.0923008
Copenhagen Bikeshop,"4.5
(46)",(211),Bicycle Shop,"Jagtvej 68, 2200 København, Denmark","
+45 81 74 16 96",http://www.copenhagenbikeshop.dk/,"
MHW2+99 Copenhagen, Denmark",31.4802176,73.0923008
Pedalatleten - Elcykel testcenter,"3.7
(262)",(211),Electric bicycle store,"Oslo Pl. 9, 2100 København, Denmark","
+45 70 70 75 13",http://www.pedalatleten.dk/,"
MHRP+VH Copenhagen, Denmark",31.4802176,73.0923008
Fri BikeShop,"4.8
(29)",(211),Bicycle Shop,"Østerbrogade 140, 2100 København Ø, Denmark","
+45 69 69 21 00",https://www.fribikeshop.dk/butikker/koebenhavn/oesterbrogade,"
PH4H+W3 Copenhagen, Denmark",31.4802176,73.0923008
E-F Cykler,"4.7
(50)",(211),Road cycling,"Emdrupvej 14, 2100 København, Denmark","
+45 39 29 89 68",No Website,"
PH93+GV Copenhagen, Denmark",31.4802176,73.0923008
Cykel værkstedet,"3.6
(63)",(211),Bicycle Shop,"Nørregade 18, 1165 København, Denmark","
+45 27 85 85 84",No Website,"
MHJC+CG Copenhagen, Denmark",31.4802176,73.0923008
Heino Cykler,"4.0
(90)",(211),Bicycle Shop,"Lyngbyvej 165, 2100 København, Denmark","
+45 43 43 22 39",https://www.heino-cykler.dk/,"
PH94+Q4 Copenhagen, Denmark",31.4802176,73.0923008
Saxil Cykler Østerbro,"4.6
(117)",(211),Bicycle Shop,"Østerfælled Torv 19, 2100 København, Denmark","
+45 32 12 01 98",https://saxil-cykler.dk/,"
PH4G+7C Copenhagen, Denmark",31.4802176,73.0923008
KBH Ø Cykler,"4.4
(60)",(211),Bicycle Shop,"Østerbrogade 147, 2100 København, Denmark","
+45 31 22 15 61",https://www.kbhcykler.dk/,"
PH7G+FV Copenhagen, Denmark",31.4802176,73.0923008
Cykel Chefen,"4.7
(151)",(211),Bicycle repair shop,"Nørre Søgade 41, 1370 København, Denmark","
+45 71 45 50 73",No Website,"
MHJ6+RJ Copenhagen, Denmark",31.4802176,73.0923008
CPH Bike Shop,"4.4
(154)",(211),Bicycle Shop,"Holmbladsgade 38, 2300 København S, Denmark","
+45 32 96 34 28",https://www.cphbikeshop.dk/,"
MJ74+XF Copenhagen, Denmark",31.4802176,73.0923008
Buddha Bikes,"4.7
(298)",(211),Bicycle Shop,"Emblasgade 175, 2100 København, Denmark",No Phone,http://www.buddhabikes.dk/,"
PH53+3H Copenhagen, Denmark",31.4802176,73.0923008
Isak Cykelservice,"4.8
(96)",(211),Bicycle Shop,"Jagtvej 195, 2100 København, Denmark","
+45 27 82 23 82",No Website,"
PH59+5X Copenhagen, Denmark",31.4802176,73.0923008
Søgade Cykler,"4.9
(64)",(211),Bicycle Shop,"Sølvgade 104, 1307 København K, Denmark","
+45 33 15 97 46",http://xn--sgadecykler-ggb.dk/,"
MHRC+7P Copenhagen, Denmark",31.4802176,73.0923008
Islands Brygge Cykler,"4.4
(82)",(211),Bicycle Shop,"Islands Brygge 15, 2300 København, Denmark","
+45 32 20 20 57",https://www.facebook.com/Islandsbryggecykler/,"
MH9H+37 Copenhagen, Denmark",31.4802176,73.0923008
Kongens Cykler,"4.2
(106)",(211),Bicycle Shop,"Store Kongensgade 63, 1264 København, Denmark","
+45 50 41 50 73",No Website,"
MHMQ+V4 Copenhagen, Denmark",31.4802176,73.0923008
Noa cykler,"3.9
(77)",(211),Bicycle Shop,"Nordre Frihavnsgade 56, 2100 København, Denmark","
+45 50 69 76 75",http://www.noacykler.dk/,"
PH2M+W7 Copenhagen, Denmark",31.4802176,73.0923008
Kgs Have Cykler,"4.9
(166)",(211),Bicycle Shop,"Sølvgade 26, 1307 København, Denmark","
+45 26 44 30 30",https://www.kgshavecykler.dk/,"
MHPJ+MQ Copenhagen, Denmark",31.4802176,73.0923008
A H Cycles,"4.4
(104)",(211),Bicycle Shop,"Istedgade 39, 1650 København, Denmark","
+45 36 89 38 00",http://www.ahcykler.dk/,"
MH94+XF Copenhagen, Denmark",31.4802176,73.0923008
Fri BikeShop,"3.9
(64)",(211),Bicycle Shop,"Tuborgvej 171, 2400 København NV, Denmark","
+45 41 22 44 22",https://www.fribikeshop.dk/butikker/koebenhavn/nordvest,"
PG9V+R2 Copenhagen, Denmark",31.4802176,73.0923008
Arosa Cykler,"4.9
(47)",(211),Bicycle Shop,"Vesterbrogade 135, 1620 København, Denmark","
+45 61 65 35 93",http://arosacykler.dk/,"
MGCR+36 Copenhagen, Denmark",31.4802176,73.0923008
Alex Cykler,"4.1
(85)",(211),Bicycle Shop,"Amagerfælledvej 21-23, 2300 København, Denmark","
+45 32 57 22 70",http://www.alex-cykler.dk/,"
MH8W+92 Copenhagen Municipality, Denmark",31.4802176,73.0923008
Adam Cykler,"4.8
(45)",(211),Bicycle Shop,"Vesterbrogade 92, 1620 København, Denmark","
+45 61 66 63 98",http://www.vesterbrogade-shopping.dk/butik/adam-cykler-5047.html,"
MGCX+W9 Copenhagen, Denmark",31.4802176,73.0923008
Velobless Cykler,"4.5
(10)",(211),Bicycle Shop,"Østerbrogade 147, 2100 København Ø, Denmark","
+45 39 29 09 29",https://velobless.dk/,"
PH7G+FV Copenhagen, Denmark",31.4802176,73.0923008
Vesterbro Bicycles by Jens Bernhard Nielsen,"4.2
(56)",(211),Bicycle repair shop,"Saxogade 111, 1662 København, Denmark","
+45 33 22 66 42",https://www.vesterbrocykler.dk/,"
MH82+JM Copenhagen, Denmark",31.4802176,73.0923008
Bryggen City Cykler,"3.7
(66)",(211),Bicycle Shop,"Leifsgade 1, 2300 København, Denmark","
+45 35 36 92 22",https://m.facebook.com/people/Bryggen-City-Cykler/100065430521748/,"
MH8J+3M Copenhagen, Denmark",31.4802176,73.0923008
Vanløse cykelcenter,"3.4
(37)",(211),Bicycle Shop,"Jernbane Allé 88, 2720 København, Denmark","
+45 82 82 88 88",http://www.vanlosecykelcenter.dk/,"
MFRQ+J2 Copenhagen Municipality, Denmark",31.4802176,73.0923008
Cykel Mesteren,"4.8
(709)",(211),Bicycle Shop,"Borgergade 26, 1300 Indre By, Denmark","
+45 44 94 00 44",No Website,"
MHMP+WG Indre By, Copenhagen, Denmark",31.4802176,73.0923008
Triathlonshop,"4.7
(21)",(211),Sporting goods store,"Bibliotekvej 53B, 1. sal, 2650 Hvidovre, Denmark","
+45 60 72 18 54",https://triathlonshop.dk/,"
JFRC+C7 Hvidovre, Denmark",31.4802176,73.0923008
Loke Cykler,"3.5
(12)",(211),Bicycle Shop,"Nørrebrogade 10, 2200 København, Denmark","
+45 24 88 00 03",http://www.lokecykler.dk/,"
MHQ6+2V Copenhagen, Denmark",31.4802176,73.0923008
Barholt Cykler,"4.2
(92)",(211),Bicycle Shop,"Østerbrogade 138, 2100 Østerbro, Denmark","
+45 35 42 43 44",http://www.barholtcykler.dk/,"
PH4H+Q3 Østerbro, Copenhagen, Denmark",31.4802176,73.0923008
Hr. Vélo,"4.6
(27)",(211),Bicycle Shop,"Vesterbrogade 135, 1620 København, Denmark",No Phone,http://www.hrvelo.dk/,"
MGCR+36 Copenhagen, Denmark",31.4802176,73.0923008
Kædesmeden,"4.9
(87)",(587),Bicycle repair shop,"Enghavevej 10, 1674 København, Denmark","
+45 93 80 73 70",https://kaedesmeden.dk/,"
MGCW+58 Copenhagen, Denmark",31.4802176,73.0923008
Chr.havn City Bikes,"3.0
(30)",(587),Bicycle Shop,"Torvegade 26, 1400 København, Denmark","
+45 32 95 90 99",http://www.cykelshop24.dk/chrhavn-city-cykler-koebenhavn-k.htm,"
MHFQ+6R Copenhagen, Denmark",31.4802176,73.0923008
Cervéloshop,"5.0
(1)",(587),Bicycle Shop,"Istedgade 45, 1650 København, Denmark","
+45 36 89 38 00",http://www.cerveloshop.dk/,"
MH94+V5 Copenhagen, Denmark",31.4802176,73.0923008
Byman Cykler,"3.6
(47)",(587),Bicycle repair shop,"Øster Farimagsgade 32, 2100 København, Denmark","
+45 35 42 51 56",https://www.byman-cykler.dk/,"
MHRG+MJ Copenhagen, Denmark",31.4802176,73.0923008
Cykeljagt.dk,"4.8
(18)",(587),Bicycle Shop,"Peter Bangs Vej 112, 2000 Frederiksberg, Denmark","
+45 38 79 15 44",No Website,"
MGH2+FH Frederiksberg, Denmark",31.4802176,73.0923008
Københavns Cykelkooperativ,"4.3
(31)",(587),Bicycle Shop,"Blågårdsgade 13, 2200 København, Denmark","
+45 35 35 34 46",http://www.kbhck.dk/,"
MHP5+RM Copenhagen, Denmark",31.4802176,73.0923008
Cykelsmeden Amagerbrogade,"4.9
(69)",(587),Bicycle Shop,"Amagerbrogade 2, 2300 København, Denmark","
+45 32 54 77 21",http://www.cykelsmeden-amager.dk/,"
MH9W+8G Copenhagen, Denmark",31.4802176,73.0923008
Cykelfabrikken,"4.4
(7)",(587),Bicycle Shop,"Istedgade 92, 1650 København, Denmark","
+45 27 12 32 32",http://www.cykelfabrikken.dk/,"
MH93+J2 Copenhagen, Denmark",31.4802176,73.0923008
Leadout Cycling,"4.3
(170)",(587),Bicycle Shop,"Strandvejen 60, 2900 Hellerup, Denmark","
+45 23 63 63 16",https://leadoutcycling.com/,"
PHGG+WR Hellerup, Denmark",31.4802176,73.0923008
W.Cykler,"2.2
(33)",(587),Bicycle Shop,"Nordre Fasanvej 224, 2200 København N, Denmark",No Phone,No Website,"
MGXP+GH Copenhagen, Denmark",31.4802176,73.0923008
City Bike,"4.7
(27)",(587),Bicycle Shop,"Frederiksborggade 41, 1360 København, Denmark","
+45 28 46 68 71",No Website,"
MHP8+69 Copenhagen, Denmark",31.4802176,73.0923008
Frb cyckelringen,"5.0
(89)",(587),Bicycle Shop,"Falkoner Alle 96, 2000 Frederiksberg, Denmark","
+45 23 82 94 00",http://frb-cykelringen.dk/,"
MGPQ+9R Frederiksberg, Denmark",31.4802176,73.0923008
Egedal Cykler,"3.2
(54)",(587),Bicycle Shop,"Godthåbsvej 68, 2000 Frederiksberg, Denmark","
+45 22 11 80 04",No Website,"
MGQH+46 Frederiksberg, Denmark",55.6878437,12.4919605
Copenhagen Bikeshop,"4.5
(46)",(587),Bicycle Shop,"Jagtvej 68, 2200 København, Denmark","
+45 81 74 16 96",http://www.copenhagenbikeshop.dk/,"
MHW2+99 Copenhagen, Denmark",31.4802176,73.0923008
Svanemøllens Cykler,"5.0
(265)",(587),Bicycle Shop,"Østerbrogade 165, 2100 København, Denmark","
+45 39 20 42 90",http://svanemoellenscykler.dk/,"
PH8G+4V Copenhagen, Denmark",55.6959924,12.5149286
KBH Ø Cykler,"4.4
(60)",(587),Bicycle Shop,"Østerbrogade 147, 2100 København, Denmark","
+45 31 22 15 61",https://www.kbhcykler.dk/,"
PH7G+FV Copenhagen, Denmark",55.7137327,12.5411761
Lindhart Cykler,"4.9
(47)",(587),Bicycle Shop,"Rømersgade 7, 1362 København, Denmark","
+45 40 70 83 57",https://www.facebook.com/lindhartcykler,"
MHM9+83 Copenhagen, Denmark",55.6832613,12.5316587
Cykelhandler,"4.6
(140)",(587),Bicycle repair shop,"Hillerødgade 22, 2200 København, Denmark",No Phone,No Website,"
MGWR+W2 Copenhagen, Denmark",55.6972507,12.5040097
Expander Cykler,"4.7
(70)",(587),Bicycle Shop,"Frederiksborgvej 84, 2400 København, Denmark","
+45 35 81 06 01",No Website,"
PG5J+7W Copenhagen, Denmark",55.6972507,12.5040097
Star Bike,"5.0
(146)",(587),Bicycle Shop,"Rantzausgade 4, 2200 København N, Denmark","
+45 30 30 30 13",https://starbike.dk/,"
MHP3+55 Copenhagen, Denmark",55.6972507,12.5040097
Neptun Cykler,"3.6
(182)",(587),Bicycle Shop,"Teglholmsgade 4C, 2450 København, Denmark","
+45 61 50 50 81",https://neptuncykler.dk/,"
MG3V+69 Copenhagen, Denmark",55.653068,12.5074241
Fri BikeShop,"4.8
(29)",(587),Bicycle Shop,"Østerbrogade 140, 2100 København Ø, Denmark","
+45 69 69 21 00",https://www.fribikeshop.dk/butikker/koebenhavn/oesterbrogade,"
PH4H+W3 Copenhagen, Denmark",55.7072696,12.541685
Søgade Cykler,"4.9
(64)",(587),Bicycle Shop,"Sølvgade 104, 1307 København K, Denmark","
+45 33 15 97 46",http://xn--sgadecykler-ggb.dk/,"
MHRC+7P Copenhagen, Denmark",55.6907301,12.5357657
CPH Bike Shop,"4.4
(154)",(587),Bicycle Shop,"Holmbladsgade 38, 2300 København S, Denmark","
+45 32 96 34 28",https://www.cphbikeshop.dk/,"
MJ74+XF Copenhagen, Denmark",55.6649115,12.5701314
CPH Bike Express,"4.7
(154)",(587),Bicycle Shop,"Borgbjergsvej 39, 2450 København, Denmark","
+45 32 12 54 77",No Website,"
MG2P+4F Copenhagen, Denmark",55.6502846,12.5000955
Cykel Mesteren,"4.8
(709)",(587),Bicycle Shop,"Borgergade 26, 1300 Indre By, Denmark","
+45 44 94 00 44",No Website,"
MHMP+WG Indre By, Copenhagen, Denmark",55.6848352,12.5502685
Gold Star Cykler v/Søren C Jørgensen,"4.9
(54)",(587),Bicycle Shop,"Amagerbrogade 9B, 2300 København, Denmark","
+45 32 58 70 49",No Website,"
MH9W+3X Copenhagen, Denmark",55.6677448,12.5614446
Blegdams Cykler,"4.6
(37)",(587),Bicycle Shop,"Blegdamsvej 40, 2100 København, Denmark","
+45 32 13 81 82",http://www.blegdamscykler.dk/,"
MHV8+79 Copenhagen, Denmark",55.693186,12.5299461
Cykelfabrikken,"4.4
(7)",(587),Bicycle Shop,"Istedgade 92, 1650 København, Denmark","
+45 27 12 32 32",http://www.cykelfabrikken.dk/,"
MH93+J2 Copenhagen, Denmark",55.6690566,12.516485
Velobless Cykler,"4.5
(10)",(587),Bicycle Shop,"Østerbrogade 147, 2100 København Ø, Denmark","
+45 39 29 09 29",https://velobless.dk/,"
PH7G+FV Copenhagen, Denmark",55.7137141,12.5411525
Noa cykler,"3.9
(77)",(587),Bicycle Shop,"Nordre Frihavnsgade 56, 2100 København, Denmark","
+45 50 69 76 75",http://www.noacykler.dk/,"
PH2M+W7 Copenhagen, Denmark",55.7137141,12.5411525
Hafnia Cykler,"4.2
(43)",(587),Bicycle repair shop,"Stefansgade 51, 2200 København, Denmark","
+45 28 97 58 28",No Website,"
MGVR+2C Copenhagen, Denmark",55.6925537,12.5050622
Heino Cykler,"4.0
(90)",(587),Bicycle Shop,"Lyngbyvej 165, 2100 København, Denmark","
+45 43 43 22 39",https://www.heino-cykler.dk/,"
PH94+Q4 Copenhagen, Denmark",55.7194478,12.519237
Stromer Speed pedelec elcykel Center,,(587),Electric bicycle store,"Gammel Køge Landevej 55, 2500 København, Denmark","
+45 41 37 21 00",https://velohouse.dk/collections/stromer,"
MG47+XM Copenhagen, Denmark",55.6574098,12.4781739
City Bike Expert,"2.5
(35)",(587),Bicycle Shop,"Vesterbrogade 141, 1620 København, Denmark","
+45 33 31 76 67",No Website,"
MGCQ+2X Copenhagen, Denmark",55.6700896,12.5038346
Rådhusstræde Cykler,"4.2
(17)",(587),Bicycle Shop,"Rådhusstræde 9, 1466 København, Denmark","
+45 50 43 98 00",No Website,"
MHGF+MR Copenhagen, Denmark",55.6766305,12.5384672
Tria Cykler,"4.6
(44)",(587),Bicycle Shop,"Nordre Frihavnsgade 27, 2100 København, Denmark","
+45 35 42 25 90",https://www.triacyklershop.dk/,"
PH2J+H7 Copenhagen, Denmark",55.7014063,12.5445823
Al Zahraa Bicycles,"3.2
(5)",(587),Bicycle repair shop,"Nørrebrogade 74, 2200 København, Denmark","
+45 35 35 33 44",No Website,"
MHR3+H9 Copenhagen, Denmark",55.6914739,12.5173474
Kædesmeden,"4.9
(87)",(587),Bicycle repair shop,"Enghavevej 10, 1674 København, Denmark","
+45 93 80 73 70",https://kaedesmeden.dk/,"
MGCW+58 Copenhagen, Denmark",55.6704497,12.5097293
Recycles,"4.8
(66)",(587),Bicycle Shop,"Dybbølsgade 59, 1750 København, Denmark","
+45 31 33 90 28",http://recycles.dk/,"
MG8X+PC Copenhagen Municipality, Denmark",55.6704497,12.5097293
Loke Cykler,"3.5
(12)",(587),Bicycle Shop,"Nørrebrogade 10, 2200 København, Denmark","
+45 24 88 00 03",http://www.lokecykler.dk/,"
MHQ6+2V Copenhagen, Denmark",55.6875661,12.5261052
Bike Time S.m.b.a,"2.6
(93)",(587),Bicycle Shop,"Amagerbrogade 124, 2300 København, Denmark","
+45 93 91 01 81",http://biketime.dk/,"
MJ55+46 Copenhagen, Denmark",55.6578235,12.5719544
Ms Cykelcenter,"3.5
(47)",(587),Bicycle repair shop,"Vester Farimagsgade 4, 1606 København, Denmark","
+45 61 65 53 15",http://mscykler.dk/,"
MHF6+RX Copenhagen, Denmark",55.6745688,12.5264263
Velohouse - Riese & Müller Experience Store,,(587),Electric bicycle store,"Gammel Køge Landevej 57, 2500 København, Denmark","
+45 41 37 21 00",https://velohouse.dk/collections/riese-muller,"
MG47+VF Copenhagen, Denmark",55.6571329,12.4776886
Marry cykler,"5.0
(176)",(587),Bicycle rental service,"Frederiksborgvej 50c, 2400 København, Denmark","
+45 31 13 11 65",https://www.rentbike.nu/,"
PG4J+FW Copenhagen, Denmark",55.706136,12.496244
Cykelbutikken,"4.1
(57)",(587),Bicycle repair shop,"Nørrebrogade 222, 2200 København, Denmark","
+45 35 83 89 17",http://www.cykel-butikken.dk/,"
MGXR+X6 Copenhagen, Denmark",55.706136,12.496244
Copenhagen Bike Fit,"4.6
(34)",(587),Bicycle Shop,"Randersgade 35, 2100 København, Denmark","
+45 61 65 19 92",http://copenhagenbikefit.dk/,"
PH3J+R8 Copenhagen, Denmark",55.7046061,12.5447082
Haider Cycle Workshop,"2.1
(38)",(587),Bicycle repair shop,"Gormsgade 1, 2200 København, Denmark","
+45 52 92 71 49",https://haiderscykler.dk/,"
MGWW+R6 Copenhagen, Denmark",55.6970762,12.5094819
Chr.havn City Bikes,"3.0
(30)",(587),Bicycle Shop,"Torvegade 26, 1400 København, Denmark","
+45 32 95 90 99",http://www.cykelshop24.dk/chrhavn-city-cykler-koebenhavn-k.htm,"
MHFQ+6R Copenhagen, Denmark",55.6730869,12.5535607
City Bike,"4.7
(27)",(587),Bicycle Shop,"Frederiksborggade 41, 1360 København, Denmark","
+45 28 46 68 71",No Website,"
MHP8+69 Copenhagen, Denmark",55.6856149,12.5299235
eCykler,"3.9
(100)",(587),Bicycle Shop,"Islevbrovej 26, 2610 Rødovre, Denmark","
+45 32 20 70 08",https://ecykler.dk/,"
PC4W+3M Rødovre, Denmark",55.7051722,12.4106842
"Nettosport Cykeltøj i høj kvalitet. Plussize kollektion helt op i str 7xl, og selvfølgelig retro og dannebrog til alle.","4.8
(17)",(587),Sportswear store,"Nordre Frihavnsgade 17, 2100 Østerbro, Denmark","
+45 28 43 73 50",http://www.nettosport.com/,"
PH2H+8R Østerbro, Copenhagen, Denmark",55.7008213,12.54347
The Way to Bike,"4.2
(5)",(587),Bicycle Shop,"Rømersgade 7, 1362 København, Denmark","
+45 93 80 64 42",http://www.thewaytobike.dk/,"
MHM9+83 Copenhagen, Denmark",55.6833082,12.5316603
Cykelværkstedet,"5.0
(25)",(587),Bicycle Shop,"Tåsingegade 38, 2100 København, Denmark","
+45 52 73 80 79",https://www.facebook.com/kaedespinderiet/,"
PH6C+32 Copenhagen, Denmark",55.7102178,12.5340545
Cykelsmeden,"4.8
(78)",(587),Bicycle Shop,"Borups Allé 135, 2000 Frederiksberg, Denmark","
+45 38 11 34 28",http://www.cykelsmeden.com/,"
MGVH+RP Frederiksberg, Denmark",55.694568,12.4932783
Bikeshop,,(587),Road cycling,"Østerbrogade 109, 2100 København, Denmark","
+45 46 75 20 10",https://www.bikeshop.dk/,"
PH6G+6W Copenhagen, Denmark",55.7105989,12.5412145
Cykelbutik,,(587),Bicycle Shop,"Valby Langgade 76, 2500 København, Denmark","
+48 531 242 689",No Website,"
MG86+FW Copenhagen, Denmark",55.666129,12.4762176
Cykelstativet ApS,,(587),Bicycle Shop,"Gammel Strand 42, 1202 København, Denmark","
+45 33 33 05 00",No Website,"
MHHH+37 Copenhagen, Denmark",55.6777243,12.5421494
Gazelle,"4.9
(41)",(587),Cycling park,"Gladsaxe Møllevej 19, 2860 Søborg, Denmark","
+45 72 10 09 69",https://www.gazellebikes.com/da-dk,"
PFMG+J8 Søborg, Denmark",55.7340473,12.4397672
Copenhagen Cycles,,(587),Bicycle Shop,"Vasbygade 10, 2450 København, Denmark","
+45 31 34 19 80",http://copenhagencycles.com/,"
MH53+5P Copenhagen, Denmark",55.657979,12.5183186
CPH Bike Shop,"4.4
(154)",(154),Bicycle Shop,"Holmbladsgade 38, 2300 København S, Denmark","
+45 32 96 34 28",https://www.cphbikeshop.dk/,"
MJ74+XF Copenhagen, Denmark",55.6828609,12.4642229
Kgs Have Cykler,"4.9
(166)",(154),Bicycle Shop,"Sølvgade 26, 1307 København, Denmark","
+45 26 44 30 30",https://www.kgshavecykler.dk/,"
MHPJ+MQ Copenhagen, Denmark",55.6828609,12.4642229
Cykel værkstedet,"3.6
(63)",(154),Bicycle Shop,"Nørregade 18, 1165 København, Denmark","
+45 27 85 85 84",No Website,"
MHJC+CG Copenhagen, Denmark",55.6828609,12.4642229
cykelexspres klassisk &EL,"4.1
(136)",(154),Bicycle Shop,"Nørrebrogade 46, 2200 København N, Denmark","
+45 35 35 81 82",https://cykelexpres.dk/vare-kategori/herrecykler/,"
MHQ4+QM Copenhagen, Denmark",55.6828609,12.4642229
Cykel Hjørnet,"4.9
(33)",(154),Bicycle repair shop,"Nygårdsvej 27, 2100 København, Denmark","
+45 42 72 29 71",No Website,"
PH6F+Q2 Copenhagen, Denmark",55.6828609,12.4642229
Sali's Bike,"4.8
(302)",(154),Bicycle Shop,"H. P. Ørums Gade 1, 2100 København, Denmark","
+45 71 52 95 32",https://www.salisbike.dk/,"
PH56+X2 Copenhagen, Denmark",55.6828609,12.4642229
Stjerner Cykelværksted,"4.8
(106)",(154),Bicycle Shop,"Åboulevard 9D, 1635 København, Denmark","
+45 22 99 29 46",No Website,"
MHM4+69 Copenhagen, Denmark",55.6828609,12.4642229
Garden Cykler,"4.9
(96)",(154),Bicycle repair shop,"Jagtvej 115, 2200 København, Denmark","
+45 60 30 13 24",No Website,"
MHW2+JC Copenhagen, Denmark",55.6828609,12.4642229
Køreklar Cykler & Værksted,"4.8
(173)",(154),Bicycle Shop,"Jernbane Allé 28, st. th, 2720 Vanløse, Denmark","
+45 50 22 42 42",No Website,"
MFPR+8R Vanløse, Copenhagen, Denmark",55.6857707,12.3478264
Isak Cykelservice,"4.8
(96)",(154),Bicycle Shop,"Jagtvej 195, 2100 København, Denmark","
+45 27 82 23 82",No Website,"
PH59+5X Copenhagen, Denmark",55.7079344,12.4256917
Marry cykler,"5.0
(176)",(154),Bicycle rental service,"Frederiksborgvej 50c, 2400 København, Denmark","
+45 31 13 11 65",https://www.rentbike.nu/,"
PG4J+FW Copenhagen, Denmark",55.7079344,12.4256917
Cykel Chefen,"4.7
(151)",(154),Bicycle repair shop,"Nørre Søgade 41, 1370 København, Denmark","
+45 71 45 50 73",No Website,"
MHJ6+RJ Copenhagen, Denmark",55.7079344,12.4256917
Cykelven - Socialøkonomisk Cykelkompagni,"4.8
(53)",(154),Bicycle repair shop,"Emblasgade 175, 2100 København Ø, Denmark",No Phone,http://www.cykelven.dk/,"
PH53+5G Copenhagen, Denmark",55.7079344,12.4256917
Søgade Cykler,"4.9
(64)",(154),Bicycle Shop,"Sølvgade 104, 1307 København K, Denmark","
+45 33 15 97 46",http://xn--sgadecykler-ggb.dk/,"
MHRC+7P Copenhagen, Denmark",55.7079344,12.4256917
Islands Brygge Cykler,"4.4
(82)",(154),Bicycle Shop,"Islands Brygge 15, 2300 København, Denmark","
+45 32 20 20 57",https://www.facebook.com/Islandsbryggecykler/,"
MH9H+37 Copenhagen, Denmark",55.7079344,12.4256917
Recycles,"4.8
(66)",(154),Bicycle Shop,"Dybbølsgade 59, 1750 København, Denmark","
+45 31 33 90 28",http://recycles.dk/,"
MG8X+PC Copenhagen Municipality, Denmark",55.7079344,12.4256917
CPH Bike Express,"4.7
(154)",(154),Bicycle Shop,"Borgbjergsvej 39, 2450 København, Denmark","
+45 32 12 54 77",No Website,"
MG2P+4F Copenhagen, Denmark",55.6502846,12.3919488
KBH Ø Cykler,"4.4
(60)",(154),Bicycle Shop,"Østerbrogade 147, 2100 København, Denmark","
+45 31 22 15 61",https://www.kbhcykler.dk/,"
PH7G+FV Copenhagen, Denmark",55.7137327,12.4330294
Svanemøllens Cykler,"5.0
(265)",(154),Bicycle Shop,"Østerbrogade 165, 2100 København, Denmark","
+45 39 20 42 90",http://svanemoellenscykler.dk/,"
PH8G+4V Copenhagen, Denmark",55.7137327,12.4330294
Rosenborg Cykler,"4.5
(131)",(154),Bicycle repair shop,"Rosenborggade 3, 1130 København, Denmark","
+45 20 44 55 57",http://www.rosenborgcykler.dk/,"
MHMF+8G Copenhagen, Denmark",55.7137327,12.4330294
Christiania Bikes,"4.3
(48)",(154),Bicycle Shop,"Fabriksområdet 91, 1440 København K, Denmark","
+45 70 70 76 80",https://christianiacykler.dk/,"
MJF2+FF Copenhagen, Denmark",55.7137327,12.4330294
Ladcyklen.dk,"4.4
(74)",(154),Bicycle Shop,"Jernbane Allé 19, 2720 København, Denmark","
+45 82 82 89 89",https://www.ladcyklen.dk/,"
MFPR+3Q Copenhagen, Denmark",55.6852341,12.3477668
Dennis & Lottes Cykler,"4.9
(127)",(154),Bicycle repair shop,"Nørre Voldgade 22, st, th, 1358 København, Denmark","
+45 71 74 71 30",http://www.delocy.dk/,"
MHJ9+24 Copenhagen, Denmark",55.6800752,12.4236623
Cykelværksted,"4.1
(21)",(154),Bicycle Shop,"Sønder Blvd. 78, 1720 København, Denmark","
+45 28 68 60 03",No Website,"
MG8X+49 Copenhagen, Denmark",55.6800752,12.4236623
Cykelhandler,"4.6
(140)",(154),Bicycle repair shop,"Hillerødgade 22, 2200 København, Denmark",No Phone,No Website,"
MGWR+W2 Copenhagen, Denmark",55.6800752,12.4236623
Cykel Mesteren,"4.8
(709)",(154),Bicycle Shop,"Borgergade 26, 1300 Indre By, Denmark","
+45 44 94 00 44",No Website,"
MHMP+WG Indre By, Copenhagen, Denmark",55.6800752,12.4236623
Ren Cykel,"4.5
(85)",(154),Bicycle repair shop,"Århusgade 153, 2150 København, Denmark","
+45 71 74 95 59",https://www.rencykel.dk/book-nordhavn,"
PH5W+43 Copenhagen, Denmark",55.6800752,12.4236623
